rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response,rl_Date
35311,15,51,5/26/23 6:31 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35329,15,56,5/26/23 6:02 AM,What is the vehicle number?,13664,5/26/2023
35329,15,56,5/26/23 6:02 AM,What is the mileage of the vehicle?,184797,5/26/2023
35329,15,56,5/26/23 6:02 AM,Has a vehicle inspection been performed?,Yes,5/26/2023
35329,15,56,5/26/23 6:02 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/26/2023
35329,15,56,5/26/23 6:02 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/26/2023
35329,15,56,5/26/23 6:02 AM,Have all fluid levels been checked?,Yes,5/26/2023
35329,15,56,5/26/23 6:02 AM,Are all tires within serviceable specs?,Yes,5/26/2023
35329,15,56,5/26/23 6:02 AM,Is the lift gate operational and safe?,Yes,5/26/2023
35329,15,56,5/26/23 6:02 AM,Any comments?,NULL,5/26/2023
35329,15,56,5/26/23 6:02 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35312,15,50,5/26/23 6:02 AM,What is the vehicle number?,11263,5/26/2023
35312,15,50,5/26/23 6:02 AM,What is the mileage of the vehicle?,65198,5/26/2023
35312,15,50,5/26/23 6:02 AM,Has a vehicle inspection been performed?,Yes,5/26/2023
35312,15,50,5/26/23 6:02 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/26/2023
35312,15,50,5/26/23 6:02 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/26/2023
35312,15,50,5/26/23 6:02 AM,Have all fluid levels been checked?,Yes,5/26/2023
35312,15,50,5/26/23 6:02 AM,Are all tires within serviceable specs?,Yes,5/26/2023
35312,15,50,5/26/23 6:02 AM,Is the lift gate operational and safe?,Yes,5/26/2023
35312,15,50,5/26/23 6:02 AM,Any comments?,NULL,5/26/2023
35312,15,50,5/26/23 6:02 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35313,15,47,5/26/23 5:51 AM,What is the vehicle number?,13660,5/26/2023
35313,15,47,5/26/23 5:51 AM,What is the mileage of the vehicle?,204063,5/26/2023
35313,15,47,5/26/23 5:51 AM,Has a vehicle inspection been performed?,Yes,5/26/2023
35313,15,47,5/26/23 5:51 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/26/2023
35313,15,47,5/26/23 5:51 AM,"If engine or mechanical issues, do you have any comments?",n,5/26/2023
35313,15,47,5/26/23 5:51 AM,Have all fluid levels been checked?,Yes,5/26/2023
35313,15,47,5/26/23 5:51 AM,Are all tires within serviceable specs?,Yes,5/26/2023
35313,15,47,5/26/23 5:51 AM,Is the lift gate operational and safe?,Yes,5/26/2023
35313,15,47,5/26/23 5:51 AM,Any comments?,n,5/26/2023
35313,15,47,5/26/23 5:51 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35295,15,8040,5/26/23 5:27 AM,What is the vehicle number?,11176,5/26/2023
35295,15,8040,5/26/23 5:27 AM,What is the mileage of the vehicle?,67934,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Has a vehicle inspection been performed?,Yes,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/26/2023
35295,15,8040,5/26/23 5:27 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Have all fluid levels been checked?,Yes,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Are all tires within serviceable specs?,Yes,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Is the lift gate operational and safe?,Yes,5/26/2023
35295,15,8040,5/26/23 5:27 AM,Any comments?,NULL,5/26/2023
35295,15,8040,5/26/23 5:27 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35310,15,8010,5/26/23 4:38 AM,What is the vehicle number?,12390,5/26/2023
35310,15,8010,5/26/23 4:38 AM,What is the mileage of the vehicle?,4650,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Has a vehicle inspection been performed?,Yes,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/26/2023
35310,15,8010,5/26/23 4:38 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Have all fluid levels been checked?,Yes,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Are all tires within serviceable specs?,Yes,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Is the lift gate operational and safe?,Yes,5/26/2023
35310,15,8010,5/26/23 4:38 AM,Any comments?,NULL,5/26/2023
35310,15,8010,5/26/23 4:38 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/26/2023
35268,15,12,5/25/23 9:12 AM,What is the vehicle number?,16367,5/25/2023
35268,15,12,5/25/23 9:12 AM,What is the mileage of the vehicle?,9432,5/25/2023
35268,15,12,5/25/23 9:12 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35268,15,12,5/25/23 9:12 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35268,15,12,5/25/23 9:12 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35268,15,12,5/25/23 9:12 AM,Have all fluid levels been checked?,Yes,5/25/2023
35268,15,12,5/25/23 9:12 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35268,15,12,5/25/23 9:12 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35268,15,12,5/25/23 9:12 AM,Any comments?,NULL,5/25/2023
35268,15,12,5/25/23 9:12 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35261,15,51,5/25/23 7:38 AM,What is the vehicle number?,12389,5/25/2023
35261,15,51,5/25/23 7:38 AM,What is the mileage of the vehicle?,3929,5/25/2023
35261,15,51,5/25/23 7:38 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35261,15,51,5/25/23 7:38 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35261,15,51,5/25/23 7:38 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35261,15,51,5/25/23 7:38 AM,Have all fluid levels been checked?,Yes,5/25/2023
35261,15,51,5/25/23 7:38 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35261,15,51,5/25/23 7:38 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35261,15,51,5/25/23 7:38 AM,Any comments?,NULL,5/25/2023
35261,15,51,5/25/23 7:38 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35262,15,52,5/25/23 7:13 AM,What is the vehicle number?,12394,5/25/2023
35262,15,52,5/25/23 7:13 AM,What is the mileage of the vehicle?,1066,5/25/2023
35262,15,52,5/25/23 7:13 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35262,15,52,5/25/23 7:13 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35262,15,52,5/25/23 7:13 AM,"If engine or mechanical issues, do you have any comments?",no,5/25/2023
35262,15,52,5/25/23 7:13 AM,Have all fluid levels been checked?,Yes,5/25/2023
35262,15,52,5/25/23 7:13 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35262,15,52,5/25/23 7:13 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35262,15,52,5/25/23 7:13 AM,Any comments?,no,5/25/2023
35262,15,52,5/25/23 7:13 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35264,15,50,5/25/23 6:04 AM,What is the vehicle number?,11263,5/25/2023
35264,15,50,5/25/23 6:04 AM,What is the mileage of the vehicle?,65056,5/25/2023
35264,15,50,5/25/23 6:04 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35264,15,50,5/25/23 6:04 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35264,15,50,5/25/23 6:04 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35264,15,50,5/25/23 6:04 AM,Have all fluid levels been checked?,Yes,5/25/2023
35264,15,50,5/25/23 6:04 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35264,15,50,5/25/23 6:04 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35264,15,50,5/25/23 6:04 AM,Any comments?,NULL,5/25/2023
35264,15,50,5/25/23 6:04 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35270,15,6,5/25/23 5:49 AM,What is the vehicle number?,13663,5/25/2023
35270,15,6,5/25/23 5:49 AM,What is the mileage of the vehicle?,171028,5/25/2023
35270,15,6,5/25/23 5:49 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35270,15,6,5/25/23 5:49 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35270,15,6,5/25/23 5:49 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35270,15,6,5/25/23 5:49 AM,Have all fluid levels been checked?,Yes,5/25/2023
35270,15,6,5/25/23 5:49 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35270,15,6,5/25/23 5:49 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35270,15,6,5/25/23 5:49 AM,Any comments?,NULL,5/25/2023
35270,15,6,5/25/23 5:49 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35260,15,8040,5/25/23 5:33 AM,What is the vehicle number?,11176,5/25/2023
35260,15,8040,5/25/23 5:33 AM,What is the mileage of the vehicle?,68227,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35260,15,8040,5/25/23 5:33 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Have all fluid levels been checked?,Yes,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35260,15,8040,5/25/23 5:33 AM,Any comments?,NULL,5/25/2023
35260,15,8040,5/25/23 5:33 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35265,15,56,5/25/23 5:13 AM,What is the vehicle number?,13664,5/25/2023
35265,15,56,5/25/23 5:13 AM,What is the mileage of the vehicle?,184711,5/25/2023
35265,15,56,5/25/23 5:13 AM,Has a vehicle inspection been performed?,Yes,5/25/2023
35265,15,56,5/25/23 5:13 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35265,15,56,5/25/23 5:13 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35265,15,56,5/25/23 5:13 AM,Have all fluid levels been checked?,Yes,5/25/2023
35265,15,56,5/25/23 5:13 AM,Are all tires within serviceable specs?,Yes,5/25/2023
35265,15,56,5/25/23 5:13 AM,Is the lift gate operational and safe?,Yes,5/25/2023
35265,15,56,5/25/23 5:13 AM,Any comments?,NULL,5/25/2023
35265,15,56,5/25/23 5:13 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35259,15,8010,5/24/23 5:17 PM,What is the vehicle number?,12390,5/25/2023
35259,15,8010,5/24/23 5:17 PM,What is the mileage of the vehicle?,4516,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Has a vehicle inspection been performed?,Yes,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35259,15,8010,5/24/23 5:17 PM,"If engine or mechanical issues, do you have any comments?",NULL,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Have all fluid levels been checked?,Yes,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Are all tires within serviceable specs?,Yes,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Is the lift gate operational and safe?,Yes,5/25/2023
35259,15,8010,5/24/23 5:17 PM,Any comments?,NULL,5/25/2023
35259,15,8010,5/24/23 5:17 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35282,15,47,5/24/23 4:13 PM,What is the vehicle number?,13660,5/25/2023
35282,15,47,5/24/23 4:13 PM,What is the mileage of the vehicle?,203904,5/25/2023
35282,15,47,5/24/23 4:13 PM,Has a vehicle inspection been performed?,Yes,5/25/2023
35282,15,47,5/24/23 4:13 PM,Is the vehicle free of engine and mechanical issues?,Yes,5/25/2023
35282,15,47,5/24/23 4:13 PM,"If engine or mechanical issues, do you have any comments?",n,5/25/2023
35282,15,47,5/24/23 4:13 PM,Have all fluid levels been checked?,Yes,5/25/2023
35282,15,47,5/24/23 4:13 PM,Are all tires within serviceable specs?,Yes,5/25/2023
35282,15,47,5/24/23 4:13 PM,Is the lift gate operational and safe?,Yes,5/25/2023
35282,15,47,5/24/23 4:13 PM,Any comments?,n,5/25/2023
35282,15,47,5/24/23 4:13 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/25/2023
35239,15,12,5/24/23 10:54 AM,What is the vehicle number?,16367,5/24/2023
35239,15,12,5/24/23 10:54 AM,What is the mileage of the vehicle?,9367,5/24/2023
35239,15,12,5/24/23 10:54 AM,Has a vehicle inspection been performed?,Yes,5/24/2023
35239,15,12,5/24/23 10:54 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/24/2023
35239,15,12,5/24/23 10:54 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/24/2023
35239,15,12,5/24/23 10:54 AM,Have all fluid levels been checked?,Yes,5/24/2023
35239,15,12,5/24/23 10:54 AM,Are all tires within serviceable specs?,Yes,5/24/2023
35239,15,12,5/24/23 10:54 AM,Is the lift gate operational and safe?,Yes,5/24/2023
35239,15,12,5/24/23 10:54 AM,Any comments?,NULL,5/24/2023
35239,15,12,5/24/23 10:54 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,5/24/2023
35210,15,52,5/24/23 7:54 AM,What is the vehicle number?,12394,5/24/2023
35210,15,52,5/24/23 7:54 AM,What is the mileage of the vehicle?,1027,5/24/2023
35210,15,52,5/24/23 7:54 AM,Has a vehicle inspection been performed?,Yes,5/24/2023
35210,15,52,5/24/23 7:54 AM,Is the vehicle free of engine and mechanical issues?,Yes,5/24/2023
35210,15,52,5/24/23 7:54 AM,"If engine or mechanical issues, do you have any comments?",NULL,5/24/2023
35210,15,52,5/24/23 7:54 AM,Have all fluid levels been checked?,Yes,5/24/2023
35210,15,52,5/24/23 7:54 AM,Are all tires within serviceable specs?,Yes,5/24/2023
35210,15,52,5/24/23 7:54 AM,Is the lift gate operational and safe?,Yes,5/24/2023
